Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,HasCabin,FamilySize,IsAlone,FamilyCategory,Title,TitleAgeType,Deck,TicketPrefix,TicketLen,FarePerPerson,FareBin,AgeBin,AgeClass,ClassSex,ClassEmbarked,FareClass,TitleSex,WomenChild,HighClassFemale,Survived
2,male,29.0,1,0,27.7208,C,0,2,0,Small,Mr,Adult,Unknown,SCPARIS,13,13.8604,High,Adult,58.0,2_male,2_C,2_High,Mr_male,0,0,0
3,female,33.0,3,0,15.85,S,0,4,0,Small,Mrs,Adult,Unknown,None,7,3.9625,High,Adult,99.0,3_female,3_S,3_High,Mrs_female,1,0,1
1,female,51.0,1,0,77.9583,S,1,2,0,Small,Mrs,Adult,Unknown,None,5,38.97915,VeryHigh,Middle,51.0,1_female,1_S,1_VeryHigh,Mrs_female,1,1,1
2,male,28.0,0,0,13.0,S,0,1,1,Single,Mr,Adult,Unknown,None,6,13.0,Mid,Adult,56.0,2_male,2_S,2_Mid,Mr_male,0,0,0
3,male,20.5,0,0,7.25,S,0,1,1,Single,Mr,Adult,Unknown,A,9,7.25,Low,Adult,61.5,3_male,3_S,3_Low,Mr_male,0,0,0
3,female,28.5,0,0,7.8792,Q,0,1,1,Single,Miss,Young,Unknown,None,6,7.8792,Low,Adult,85.5,3_female,3_Q,3_Low,Miss_female,1,0,1
1,female,33.0,1,0,90.0,Q,1,2,0,Small,Miss,Young,Unknown,None,5,45.0,VeryHigh,Adult,33.0,1_female,1_Q,1_VeryHigh,Miss_female,1,1,1
2,male,32.0,1,0,26.0,S,0,2,0,Small,Mr,Adult,Unknown,None,4,13.0,High,Adult,64.0,2_male,2_S,2_High,Mr_male,0,0,1
3,female,15.0,0,0,8.0292,Q,0,1,1,Single,Miss,Young,Unknown,None,6,8.0292,Mid,Teen,45.0,3_female,3_Q,3_Mid,Miss_female,1,0,1
3,male,55.5,0,0,8.05,S,0,1,1,Single,Mr,Adult,Unknown,A,10,8.05,Mid,Middle,166.5,3_male,3_S,3_Mid,Mr_male,0,0,0
1,female,18.0,2,2,262.375,C,1,5,0,Medium,Miss,Young,Unknown,PC,8,52.475,VeryHigh,Teen,18.0,1_female,1_C,1_VeryHigh,Miss_female,1,1,1
1,male,36.0,0,0,26.3875,S,1,1,1,Single,Mr,Adult,Unknown,PC,8,26.3875,High,Middle,36.0,1_male,1_S,1_High,Mr_male,0,0,1
2,female,19.0,1,0,26.0,S,0,2,0,Small,Mrs,Adult,Unknown,None,4,13.0,High,Adult,38.0,2_female,2_S,2_High,Mrs_female,1,0,1
3,female,18.0,0,0,9.8417,S,0,1,1,Single,Miss,Young,Unknown,None,4,9.8417,Mid,Teen,54.0,3_female,3_S,3_Mid,Miss_female,1,0,1
3,female,3.0,3,1,21.075,S,0,5,0,Medium,Miss,Young,Unknown,None,6,4.215,High,Child,9.0,3_female,3_S,3_High,Miss_female,1,0,0
3,male,28.5,0,0,7.75,Q,0,1,1,Single,Mr,Adult,Unknown,None,6,7.75,Low,Adult,85.5,3_male,3_Q,3_Low,Mr_male,0,0,0
1,male,56.0,0,0,30.6958,C,1,1,1,Single,Mr,Adult,Unknown,None,5,30.6958,High,Middle,56.0,1_male,1_C,1_High,Mr_male,0,0,0
1,female,33.0,1,0,53.1,S,1,2,0,Small,Mrs,Adult,Unknown,None,6,26.55,VeryHigh,Adult,33.0,1_female,1_S,1_VeryHigh,Mrs_female,1,1,1
3,male,34.5,0,0,6.4375,C,0,1,1,Single,Mr,Adult,Unknown,None,4,6.4375,Low,Adult,103.5,3_male,3_C,3_Low,Mr_male,0,0,0
2,female,42.0,0,0,13.0,S,0,1,1,Single,Mrs,Adult,Unknown,None,6,13.0,Mid,Middle,84.0,2_female,2_S,2_Mid,Mrs_female,1,0,1
3,female,22.0,0,0,7.775,S,0,1,1,Single,Miss,Young,Unknown,None,6,7.775,Low,Adult,66.0,3_female,3_S,3_Low,Miss_female,1,0,1
3,male,28.5,0,0,8.7125,C,0,1,1,Single,Mr,Adult,Unknown,None,4,8.7125,Mid,Adult,85.5,3_male,3_C,3_Mid,Mr_male,0,0,0
1,male,28.5,0,0,26.0,S,1,1,1,Single,Mr,Adult,Unknown,None,6,26.0,High,Adult,28.5,1_male,1_S,1_High,Mr_male,0,0,0
3,male,39.0,0,0,24.15,S,0,1,1,Single,Mr,Adult,Unknown,A,9,24.15,High,Middle,117.0,3_male,3_S,3_High,Mr_male,0,0,0
3,male,32.0,0,0,7.925,S,0,1,1,Single,Mr,Adult,Unknown,STONO ,17,7.925,Mid,Adult,96.0,3_male,3_S,3_Mid,Mr_male,0,0,0
1,male,28.0,1,0,82.1708,C,0,2,0,Small,Mr,Adult,Unknown,PC,8,41.0854,VeryHigh,Adult,28.0,1_male,1_C,1_VeryHigh,Mr_male,0,0,0
1,male,36.0,0,0,26.2875,S,1,1,1,Single,Mr,Adult,Unknown,PC,8,26.2875,High,Middle,36.0,1_male,1_S,1_High,Mr_male,0,0,1
1,male,24.0,0,0,79.2,C,1,1,1,Single,Mr,Adult,Unknown,PC,8,79.2,VeryHigh,Adult,24.0,1_male,1_C,1_VeryHigh,Mr_male,0,0,0
3,male,25.0,0,0,7.25,S,0,1,1,Single,Mr,Adult,Unknown,None,6,7.25,Low,Adult,75.0,3_male,3_S,3_Low,Mr_male,0,0,0
1,female,22.0,0,2,49.5,C,1,3,0,Small,Miss,Young,Unknown,None,5,16.5,VeryHigh,Adult,22.0,1_female,1_C,1_VeryHigh,Miss_female,1,1,1
3,male,37.0,2,0,7.925,S,0,3,0,Small,Mr,Adult,Unknown,None,7,2.6416666666666666,Mid,Middle,111.0,3_male,3_S,3_Mid,Mr_male,0,0,0
2,male,0.83,0,2,29.0,S,0,3,0,Small,Master,Child,Unknown,None,6,9.666666666666666,High,Child,1.66,2_male,2_S,2_High,Master_male,1,0,1
3,male,28.5,1,0,7.75,Q,0,2,0,Small,Mr,Adult,Unknown,None,6,3.875,Low,Adult,85.5,3_male,3_Q,3_Low,Mr_male,0,0,0
3,female,39.0,0,5,29.125,Q,0,6,0,Medium,Mrs,Adult,Unknown,None,6,4.854166666666667,High,Middle,117.0,3_female,3_Q,3_High,Mrs_female,1,0,0
3,male,39.0,1,5,31.275,S,0,7,0,Medium,Mr,Adult,Unknown,None,6,4.4678571428571425,VeryHigh,Middle,117.0,3_male,3_S,3_VeryHigh,Mr_male,0,0,0
3,male,24.0,0,0,7.1417,S,0,1,1,Single,Mr,Adult,Unknown,C,7,7.1417,Low,Adult,72.0,3_male,3_S,3_Low,Mr_male,0,0,1
3,male,32.0,0,0,7.925,S,0,1,1,Single,Mr,Adult,Unknown,STONO ,17,7.925,Mid,Adult,96.0,3_male,3_S,3_Mid,Mr_male,0,0,0
3,male,40.0,0,0,7.225,C,0,1,1,Single,Mr,Adult,Unknown,None,4,7.225,Low,Middle,120.0,3_male,3_C,3_Low,Mr_male,0,0,0
1,female,38.0,0,0,227.525,C,1,1,1,Single,Miss,Young,Unknown,PC,8,227.525,VeryHigh,Middle,38.0,1_female,1_C,1_VeryHigh,Miss_female,1,1,1
3,male,28.5,0,0,7.2292,C,0,1,1,Single,Mr,Adult,Unknown,None,4,7.2292,Low,Adult,85.5,3_male,3_C,3_Low,Mr_male,0,0,0
3,male,19.0,0,0,7.8958,S,0,1,1,Single,Mr,Adult,Unknown,None,6,7.8958,Low,Adult,57.0,3_male,3_S,3_Low,Mr_male,0,0,0
3,male,28.5,0,0,7.225,C,0,1,1,Single,Mr,Adult,Unknown,None,4,7.225,Low,Adult,85.5,3_male,3_C,3_Low,Mr_male,0,0,0
2,male,23.0,2,1,11.5,S,0,4,0,Small,Mr,Adult,Unknown,None,5,2.875,Mid,Adult,46.0,2_male,2_S,2_Mid,Mr_male,0,0,0
1,female,28.5,0,1,55.0,S,1,2,0,Small,Mrs,Adult,Unknown,None,6,27.5,VeryHigh,Adult,28.5,1_female,1_S,1_VeryHigh,Mrs_female,1,1,1
3,female,28.5,1,0,24.15,Q,0,2,0,Small,Miss,Young,Unknown,None,6,12.075,High,Adult,85.5,3_female,3_Q,3_High,Miss_female,1,0,1
3,male,27.0,0,0,7.8958,S,0,1,1,Single,Mr,Adult,Unknown,None,6,7.8958,Low,Adult,81.0,3_male,3_S,3_Low,Mr_male,0,0,0
3,female,20.0,0,0,8.6625,S,0,1,1,Single,Miss,Young,Unknown,None,6,8.6625,Mid,Adult,60.0,3_female,3_S,3_Mid,Miss_female,1,0,0
3,male,20.0,0,0,9.8458,S,0,1,1,Single,Mr,Adult,Unknown,None,4,9.8458,Mid,Adult,60.0,3_male,3_S,3_Mid,Mr_male,0,0,0
3,female,5.0,0,0,12.475,S,0,1,1,Single,Miss,Young,Unknown,None,6,12.475,Mid,Child,15.0,3_female,3_S,3_Mid,Miss_female,1,0,1
1,female,54.0,1,0,78.2667,C,1,2,0,Small,Miss,Young,Unknown,None,5,39.13335,VeryHigh,Middle,54.0,1_female,1_C,1_VeryHigh,Miss_female,1,1,1
3,male,22.0,0,0,7.7958,S,0,1,1,Single,Mr,Adult,Unknown,None,6,7.7958,Low,Adult,66.0,3_male,3_S,3_Low,Mr_male,0,0,0
3,male,19.0,0,0,7.8958,S,0,1,1,Single,Mr,Adult,Unknown,None,6,7.8958,Low,Adult,57.0,3_male,3_S,3_Low,Mr_male,0,0,0
1,female,48.0,0,0,25.9292,S,1,1,1,Single,Mrs,Adult,Unknown,None,5,25.9292,High,Middle,48.0,1_female,1_S,1_High,Mrs_female,1,1,1
2,female,40.0,0,0,15.75,S,0,1,1,Single,Mrs,Adult,Unknown,CA,10,15.75,High,Middle,80.0,2_female,2_S,2_High,Mrs_female,1,0,1
3,male,25.0,0,0,7.225,C,0,1,1,Single,Mr,Adult,Unknown,None,4,7.225,Low,Adult,75.0,3_male,3_C,3_Low,Mr_male,0,0,0
2,female,31.0,1,1,26.25,S,0,3,0,Small,Mrs,Adult,Unknown,CA,10,8.75,High,Adult,62.0,2_female,2_S,2_High,Mrs_female,1,0,1
3,male,28.5,1,0,15.5,Q,0,2,0,Small,Mr,Adult,Unknown,None,6,7.75,High,Adult,85.5,3_male,3_Q,3_High,Mr_male,0,0,0
2,male,34.0,1,0,21.0,S,0,2,0,Small,Mr,Adult,Unknown,None,5,10.5,High,Adult,68.0,2_male,2_S,2_High,Mr_male,0,0,0
3,male,33.0,0,0,7.8958,C,0,1,1,Single,Mr,Adult,Unknown,None,6,7.8958,Low,Adult,99.0,3_male,3_C,3_Low,Mr_male,0,0,0
3,female,18.0,0,1,14.4542,C,0,2,0,Small,Miss,Young,Unknown,None,4,7.2271,Mid,Teen,54.0,3_female,3_C,3_Mid,Miss_female,1,0,0
2,female,45.0,0,0,13.5,S,0,1,1,Single,Mrs,Adult,Unknown,None,6,13.5,Mid,Middle,90.0,2_female,2_S,2_Mid,Mrs_female,1,0,1
3,male,3.0,1,1,15.9,S,0,3,0,Small,Master,Child,Unknown,CA,10,5.3,High,Child,9.0,3_male,3_S,3_High,Master_male,1,0,1
3,female,47.0,1,0,14.5,S,0,2,0,Small,Mrs,Adult,Unknown,A,9,7.25,High,Middle,141.0,3_female,3_S,3_High,Mrs_female,1,0,0
3,male,61.0,0,0,6.2375,S,0,1,1,Single,Mr,Adult,Unknown,None,6,6.2375,Low,Senior,183.0,3_male,3_S,3_Low,Mr_male,0,0,0
3,male,28.5,8,2,69.55,S,0,11,0,Large,Mr,Adult,Unknown,CA,8,6.322727272727272,VeryHigh,Adult,85.5,3_male,3_S,3_VeryHigh,Mr_male,0,0,0
2,male,25.0,0,0,13.0,S,0,1,1,Single,Mr,Adult,Unknown,None,6,13.0,Mid,Adult,50.0,2_male,2_S,2_Mid,Mr_male,0,0,0
3,male,7.0,4,1,29.125,Q,0,6,0,Medium,Master,Child,Unknown,None,6,4.854166666666667,High,Child,21.0,3_male,3_Q,3_High,Master_male,1,0,0
2,male,34.0,0,0,13.0,S,1,1,1,Single,Mr,Adult,Unknown,None,6,13.0,Mid,Adult,68.0,2_male,2_S,2_Mid,Mr_male,0,0,1
3,male,21.0,0,0,7.25,S,0,1,1,Single,Mr,Adult,Unknown,SOTONOQ,16,7.25,Low,Adult,63.0,3_male,3_S,3_Low,Mr_male,0,0,0
3,male,28.5,0,0,15.1,S,0,1,1,Single,Mr,Adult,Unknown,CA,9,15.1,High,Adult,85.5,3_male,3_S,3_High,Mr_male,0,0,0
2,female,26.0,1,1,26.0,S,0,3,0,Small,Mrs,Adult,Unknown,None,6,8.666666666666666,High,Adult,52.0,2_female,2_S,2_High,Mrs_female,1,0,0
3,male,28.5,0,0,7.75,Q,0,1,1,Single,Mr,Adult,Unknown,None,6,7.75,Low,Adult,85.5,3_male,3_Q,3_Low,Mr_male,0,0,0
3,male,19.0,0,0,10.1708,S,0,1,1,Single,Mr,Adult,Unknown,None,6,10.1708,Mid,Adult,57.0,3_male,3_S,3_Mid,Mr_male,0,0,0
3,female,28.5,1,2,23.45,S,0,4,0,Small,Miss,Young,Unknown,WC,10,5.8625,High,Adult,85.5,3_female,3_S,3_High,Miss_female,1,0,0
2,female,27.0,0,0,10.5,S,1,1,1,Single,Miss,Young,Unknown,None,5,10.5,Mid,Adult,54.0,2_female,2_S,2_Mid,Miss_female,1,0,1
3,female,16.0,0,0,7.75,Q,0,1,1,Single,Miss,Young,Unknown,None,6,7.75,Low,Teen,48.0,3_female,3_Q,3_Low,Miss_female,1,0,1
1,male,27.0,0,0,76.7292,C,1,1,1,Single,Mr,Adult,Unknown,PC,8,76.7292,VeryHigh,Adult,27.0,1_male,1_C,1_VeryHigh,Mr_male,0,0,1
3,male,28.5,0,0,7.8958,S,0,1,1,Single,Mr,Adult,Unknown,None,6,7.8958,Low,Adult,85.5,3_male,3_S,3_Low,Mr_male,0,0,0
3,male,38.0,0,0,7.05,S,0,1,1,Single,Mr,Adult,Unknown,SOTONOQ,18,7.05,Low,Middle,114.0,3_male,3_S,3_Low,Mr_male,0,0,0
3,female,1.0,1,1,11.1333,S,0,3,0,Small,Miss,Young,Unknown,None,6,3.7111,Mid,Child,3.0,3_female,3_S,3_Mid,Miss_female,1,0,1
3,female,28.5,0,0,7.75,Q,0,1,1,Single,Miss,Young,Unknown,None,6,7.75,Low,Adult,85.5,3_female,3_Q,3_Low,Miss_female,1,0,0
3,male,28.0,2,0,7.925,S,0,3,0,Small,Mr,Adult,Unknown,None,7,2.6416666666666666,Mid,Adult,84.0,3_male,3_S,3_Mid,Mr_male,0,0,0
2,female,57.0,0,0,10.5,S,1,1,1,Single,Mrs,Adult,Unknown,Other,11,10.5,Mid,Middle,114.0,2_female,2_S,2_Mid,Mrs_female,1,0,0
3,male,28.5,0,0,7.8958,S,0,1,1,Single,Mr,Adult,Unknown,None,6,7.8958,Low,Adult,85.5,3_male,3_S,3_Low,Mr_male,0,0,0
3,male,3.0,4,2,31.3875,S,0,7,0,Medium,Master,Child,Unknown,None,6,4.483928571428572,VeryHigh,Child,9.0,3_male,3_S,3_VeryHigh,Master_male,1,0,1
1,male,50.0,1,0,55.9,S,1,2,0,Small,Mr,Adult,Unknown,None,5,27.95,VeryHigh,Middle,50.0,1_male,1_S,1_VeryHigh,Mr_male,0,0,0
1,female,24.0,0,0,83.1583,C,1,1,1,Single,Miss,Young,Unknown,None,5,83.1583,VeryHigh,Adult,24.0,1_female,1_C,1_VeryHigh,Miss_female,1,1,1
1,female,19.0,0,0,30.0,S,1,1,1,Single,Miss,Young,Unknown,None,6,30.0,High,Adult,19.0,1_female,1_S,1_High,Miss_female,1,1,1
1,male,28.5,0,0,26.55,S,0,1,1,Single,Mr,Adult,Unknown,None,6,26.55,High,Adult,28.5,1_male,1_S,1_High,Mr_male,0,0,1
3,male,20.0,1,1,15.7417,C,0,3,0,Small,Mr,Adult,Unknown,None,4,5.247233333333333,High,Adult,60.0,3_male,3_C,3_High,Mr_male,0,0,1
1,female,26.0,0,0,78.85,S,0,1,1,Single,Miss,Young,Unknown,None,5,78.85,VeryHigh,Adult,26.0,1_female,1_S,1_VeryHigh,Miss_female,1,1,1
1,female,15.0,0,1,211.3375,S,1,2,0,Small,Miss,Young,Unknown,None,5,105.66875,VeryHigh,Teen,15.0,1_female,1_S,1_VeryHigh,Miss_female,1,1,1
3,male,9.0,4,2,31.3875,S,0,7,0,Medium,Master,Child,Unknown,None,6,4.483928571428572,VeryHigh,Child,27.0,3_male,3_S,3_VeryHigh,Master_male,1,0,0
3,male,28.5,1,0,19.9667,S,0,2,0,Small,Mr,Adult,Unknown,None,5,9.98335,High,Adult,85.5,3_male,3_S,3_High,Mr_male,0,0,0
3,female,22.0,0,0,7.75,Q,0,1,1,Single,Miss,Young,Unknown,None,6,7.75,Low,Adult,66.0,3_female,3_Q,3_Low,Miss_female,1,0,1
3,male,10.0,3,2,27.9,S,0,6,0,Medium,Master,Child,Unknown,None,6,4.6499999999999995,High,Child,30.0,3_male,3_S,3_High,Master_male,1,0,0
2,male,35.0,0,0,10.5,S,0,1,1,Single,Mr,Adult,Unknown,None,5,10.5,Mid,Adult,70.0,2_male,2_S,2_Mid,Mr_male,0,0,0
2,male,30.0,0,0,10.5,S,0,1,1,Single,Mr,Adult,Unknown,WC,9,10.5,Mid,Adult,60.0,2_male,2_S,2_Mid,Mr_male,0,0,0
